TRAP_DATE,GENUS,SPECIES,TYPE,GENDER,RURAL NORTH WEST,RURAL NORTH EAST,RURAL SOUTH EAST,RIVER VALLEY EAST,RIVER VALLEY WEST,RESIDENTIAL NORTH,RURAL SOUTH WEST,LAGOON,GOLF COURSE,INDUSTRIAL PARK,RESIDENTIAL SOUTH,TOTAL
May 08 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
May 08 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
May 08 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
May 08 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
May 08 2012,Aedes,vexans,Banded legs,Female,,,,,,,,,,,,0
May 08 2012,Culex,,,Female,,,,,,,,,,,,0
May 08 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
May 08 2012,Culex,territans,,Female,,,,,,,,,,,,0
May 08 2012,Culiseta,,,Female,,,,,,,,,,,,0
May 08 2012,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
May 08 2012,Culiseta,impatiens,,Female,,,,,,,,,,,,0
May 08 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
May 08 2012,Culiseta,inornata,,Female,2,,,1,,,,,,,,3
May 08 2012,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
May 08 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
May 08 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
May 08 2012,Anopheles,earlei,,Female,,,,,,,,,,,,0
May 08 2012,,,Unknown,Female,,,,,,,,,,,,0
May 08 2012,,,,Male,2,,,,,,,,,,,2
May 15 2012,Aedes,,,Female,,,,,,,,,,,,0
May 15 2012,Aedes,,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,dorsalis,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Aedes,vexans,Banded legs,Female,,,,,,,,,,,,0
May 15 2012,Culex,,,Female,,,,,,,,,,,,0
May 15 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
May 15 2012,Culex,territans,,Female,,,,,,,,,,,,0
May 15 2012,Culiseta,,,Female,,,,,,,,,,,,0
May 15 2012,Culiseta,alaskensis,,Female,,,,1,,,2,,,,1,4
May 15 2012,Culiseta,impatiens,,Female,,,,,,,,,,,,0
May 15 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
May 15 2012,Culiseta,inornata,,Female,,1,,,2,1,1,,,,,5
May 15 2012,Culiseta,minnesotae,,Female,2,1,,,,,,,,,1,4
May 15 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
May 15 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
May 15 2012,Anopheles,earlei,,Female,1,,,,,,,,,,,1
May 15 2012,,,Unknown,Female,,,,,,,,,,,,0
May 15 2012,,,,Male,,,,,,,,,,,,0
May 22 2012,Aedes,,,Female,,,,,,,,,,,,0
May 22 2012,Aedes,,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,dorsalis,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Aedes,vexans,Banded legs,Female,,,,,,,,,,,,0
May 22 2012,Culex,,,Female,,,,,,,,,,,,0
May 22 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
May 22 2012,Culex,territans,,Female,,,,,,,,,,,,0
May 22 2012,Culiseta,,,Female,,,,,,,,,,,,0
May 22 2012,Culiseta,alaskensis,,Female,,,1,,,,,,,,,1
May 22 2012,Culiseta,impatiens,,Female,,,,,,,,,,,,0
May 22 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
May 22 2012,Culiseta,inornata,,Female,,1,,2,,,1,,,,1,5
May 22 2012,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
May 22 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
May 22 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
May 22 2012,Anopheles,earlei,,Female,1,,,1,,,,,,,,2
May 22 2012,,,Unknown,Female,,,,,,,,,,,,0
May 22 2012,,,,Male,,,,,,,,,,,1,1
May 29 2012,Aedes,,,Female,,,,,,,,,,,,0
May 29 2012,Aedes,,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,dorsalis,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Aedes,vexans,Banded legs,Female,,,,,,,,,,,,0
May 29 2012,Culex,,,Female,,,,,,,,,,,,0
May 29 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
May 29 2012,Culex,territans,,Female,,,,,,,,,,,,0
May 29 2012,Culiseta,,,Female,,,,,,,,,,,,0
May 29 2012,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
May 29 2012,Culiseta,impatiens,,Female,,,,,,,,,,,,0
May 29 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
May 29 2012,Culiseta,inornata,,Female,1,9,,1,,,,,,,2,13
May 29 2012,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
May 29 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
May 29 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
May 29 2012,Anopheles,earlei,,Female,,,,,,,,,,,,0
May 29 2012,,,Unknown,Female,,,,,,,,,,,,0
May 29 2012,,,,Male,1,,,,,,,,,,1,2
June 05 2012,Aedes,,,Female,,,,,,,,,,,,0
June 05 2012,Aedes,,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,dorsalis,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Aedes,vexans,Banded legs,Female,,,,,,,,,,,,0
June 05 2012,Culex,,,Female,,,,,,,,,,,,0
June 05 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
June 05 2012,Culex,territans,,Female,,,,,,,,,,,,0
June 05 2012,Culiseta,,,Female,,,,,,,,,,,,0
June 05 2012,Culiseta,alaskensis,,Female,1,,,,,,1,,,,,2
June 05 2012,Culiseta,impatiens,,Female,,,,,,,,,,,,0
June 05 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
June 05 2012,Culiseta,inornata,,Female,,2,,1,,1,,,,,1,5
June 05 2012,Culiseta,minnesotae,,Female,,,,1,,,,,,,,1
June 05 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
June 05 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
June 05 2012,Anopheles,earlei,,Female,,,,,,,,,,,,0
June 05 2012,,,Unknown,Female,,,,,,,,,,,,0
June 12 2012,Aedes,,,Female,,,,,,,,,,,,0
June 12 2012,Aedes,,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,dorsalis,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,euedes,Banded legs,Female,,,,,1,,,,,,,1
June 12 2012,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,flavescens,Banded legs,Female,,,1,,,,,,,,,1
June 12 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Aedes,vexans,Banded legs,Female,,,,,,,,,,,,0
June 12 2012,Culex,,,Female,,,,,,,,,,,,0
June 12 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
June 12 2012,Culex,territans,,Female,,,,,,,2,,,,,2
June 12 2012,Culiseta,,,Female,,,,,,,,,,,,0
June 12 2012,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
June 12 2012,Culiseta,impatiens,,Female,,,,,,,,,,,,0
June 12 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
June 12 2012,Culiseta,inornata,,Female,2,9,5,12,2,1,1,,,,2,34
June 12 2012,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
June 12 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
June 12 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
June 12 2012,Anopheles,earlei,,Female,,,,,,,,,,,,0
June 12 2012,,,Unknown,Female,,,,,,,,,,,,0
June 12 2012,,,,Male,3,1,0,3,3,0,0,,,,,10
June 19 2012,Aedes,,,Female,,,,,,,,,,,,0
June 26 2012,Aedes,,,Female,,,,,,,,,,,,0
June 26 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,dorsalis,Banded legs,Female,,,1,,,,,,,,,1
June 26 2012,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Culiseta,,,Female,,,,,,,,,,,,0
June 26 2012,Culiseta,alaskensis,,Female,,,,1,,,,,,,,1
June 26 2012,Anopheles,earlei,,Female,1,,,,,,,,,,,1
June 26 2012,,,Unknown,Female,,,,,,,,,,,,0
June 26 2012,,,,Male,0,2,0,1,,4,0,0,,,,7
June 19 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Aedes,vexans,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Culex,,,Female,,,,,,,,,,,,0
June 26 2012,Culex,territans,,Female,,,,,,,,,,,,0
June 26 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
June 26 2012,Culiseta,inornata,,Female,,4,,,,1,1,3,,,1,10
June 26 2012,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
June 26 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
June 26 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
June 19 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
June 26 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
June 26 2012,Culiseta,impatiens,,Female,,,,,,,1,,,,,1
June 19 2012,Aedes,,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,dorsalis,Banded legs,Female,,,,1,,,,,,,,1
June 19 2012,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,flavescens,Banded legs,Female,,,2,,,,1,,,,,3
June 19 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
June 19 2012,Culex,territans,,Female,,,,,,,,,,,,0
June 19 2012,Culiseta,,,Female,,,,,,,,,,,,0
June 19 2012,Culiseta,impatiens,,Female,,,,,,,,,,,,0
June 19 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
June 19 2012,Culiseta,inornata,,Female,,5,10,3,1,1,,1,,,1,22
June 19 2012,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
June 19 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
June 19 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
June 19 2012,,,Unknown,Female,,,,,,,,,,,,0
June 19 2012,,,,Male,3,2,1,3,,,,,,,1,10
June 19 2012,Aedes,vexans,Banded legs,Female,,,,,,,,,,,,0
June 19 2012,Culex,,,Female,,,,,,,,,,,,0
June 19 2012,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
June 19 2012,Anopheles,earlei,,Female,,,,,,,,,,,,0
July 03 2012,Aedes,,,Female,,,,,,,,,,,,0
July 03 2012,Aedes,,Black legs,Female,,,,,,,,2,,,,2
July 03 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,dorsalis,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,euedes,Banded legs,Female,1,,,,1,,,,,,,2
July 03 2012,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,flavescens,Banded legs,Female,,,,,,,,2,,,,2
July 03 2012,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
July 03 2012,Aedes,vexans,Banded legs,Female,,,,9,7,2,,,,,1,19
July 03 2012,Culex,,,Female,,,,,,,,,,,,0
July 03 2012,Culex,tarsalis,,Female,,,,,,,,,,,,0
July 03 2012,Culex,territans,,Female,,,,,,,,,,,,0
July 03 2012,Culiseta,,,Female,,,,,,,,,,,,0
July 03 2012,Culiseta,alaskensis,,Female,,,,1,,,,,,,1,2
July 03 2012,Culiseta,impatiens,,Female,,,,,1,,,,,,,1
July 03 2012,Culiseta,incidens,,Female,,,,,,,,,,,,0
July 03 2012,Culiseta,inornata,,Female,2,4,2,3,2,2,,,,,1,16
July 03 2012,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
July 03 2012,Culiseta,morsitans,,Female,,,,,,,,,,,,0
July 03 2012,Mansonia,perturbans,,Female,,,,,,,,,,,,0
July 03 2012,Anopheles,earlei,,Female,1,,,2,,,,,,,,3
July 03 2012,,,Unknown,Female,,,,,,,,,,,,0
July 03 2012,,,,Male,,1,,,8,5,,,,,4,18
July 10 2012,Aedes,,,Female,,,,,,,,,,,,0
July 10 2012,Aedes,,Black legs,Female,,,,2,,,,,,,,2
July 10 2012,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
July 10 2012,Aedes,,Banded legs,Female,,,,,,,,,,,,0
